class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
candle,0,0.8024,0.9647342368363054,False,1.0
capsules,1,0.6878333333333333,0.9476652050008946,False,1.0
cashew,2,0.7986,0.9693148403275826,False,1.0
chewinggum,3,0.7806,0.9859532417381119,False,1.0
fryum,4,0.9398,0.8909210159270842,False,1.0
macaroni1,5,0.7318,0.9741475277415793,False,1.0
macaroni2,6,0.6895,0.8712127751382717,True,1.0
Average,,0.7757904761904761,0.9434212632442616,,1.0
Task_0_Average,0,0.8024,0.9647342368363054,,1.0
Task_1_Average,1,0.6878333333333333,0.9476652050008946,,1.0
Task_2_Average,2,0.7986,0.9693148403275826,,1.0
Task_3_Average,3,0.7806,0.9859532417381119,,1.0
Task_4_Average,4,0.9398,0.8909210159270842,,1.0
Task_5_Average,5,0.7318,0.9741475277415793,,1.0
Task_6_Average,6,0.6895,0.8712127751382717,,1.0
