timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 14:08:44,6,59,1.0,0.9642427840405335,-1.0,0.9921289355322338,0.9753101633768669,-1.0,0.9497407259672916,0.9851912196410527,-1.0,0.9859550561797753,0.9791665236664421,-1.0,0.985797827903091,0.9755393404375973,-1.0,1.0,0.9849335217476172,-1.0,1.0,0.9815743831003726,-1.0,0.9876603636546274,0.9779939908586404,-1.0
