timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 19:04:27,2,59,1.0,0.9614405586258851,1.0,0.9782608695652174,0.9688490859079991,1.0,0.8077383326685282,0.983096643287492,1.0,0.9286664007445818,0.9711287626071253,1.0
