Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9614,1.0000,0.4334
1,cable,100.00,0.9783,0.9688,0.9882,0.6525
2,capsule,100.00,0.8077,0.9831,0.9529,0.3202
3,carpet,100.00,0.9912,0.9799,0.9975,0.3403
4,grid,100.00,0.9758,0.9717,0.9922,0.2087
5,hazelnut,100.00,0.9996,0.9846,0.9998,0.4744
6,leather,100.00,1.0000,0.9843,1.0000,0.2342
7,metal_nut,100.00,0.9985,0.9816,0.9997,0.8435
8,pill,100.00,0.9626,0.9876,0.9934,0.8276
9,screw,100.00,0.6661,0.9623,0.8495,0.1305
10,tile,100.00,1.0000,0.9584,1.0000,0.6770
11,toothbrush,100.00,0.8833,0.9837,0.9462,0.4784
12,transistor,100.00,0.9971,0.9522,0.9957,0.6192
13,wood,100.00,0.9877,0.9255,0.9963,0.3614
14,zipper,100.00,0.9709,0.9679,0.9916,0.2768
Mean,Overall,100.00,0.9479*,0.9702*,0.9802*,0.4586*
