timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-30 02:25:35,3,39,1.0,0.9817505158821659,1.0,0.887218045112782,0.9193681110564473,1.0,0.6925,0.7654332057393891,1.0,0.5796269727403156,0.8861337275407095,1.0,0.7898362544632744,0.8881713900546779,1.0
