Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9273,1.0000,0.0530
1,grid,100.00,0.9398,0.9051,0.9786,0.1075
2,transistor,100.00,0.8113,0.9365,0.8064,0.5845
3,screw,100.00,0.4575,0.8753,0.7512,0.0290
Mean,Overall,100.00,0.8021*,0.9110*,0.8841*,0.1935*
