timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 01:37:23,1,59,1.0,0.9679815872346468,1.0,0.9902548725637181,0.9751855312984089,1.0,0.9951274362818591,0.9715835592665278,1.0
