Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9705,1.0000,0.5030
1,cable,100.00,0.9912,0.9770,0.9952,0.6402
2,capsule,100.00,0.9653,0.9846,0.9921,0.3159
3,carpet,100.00,0.9900,0.9826,0.9971,0.4432
4,grid,100.00,0.9900,0.9749,0.9967,0.2055
5,hazelnut,100.00,1.0000,0.9856,1.0000,0.5543
6,leather,100.00,1.0000,0.9809,1.0000,0.2161
7,metal_nut,100.00,0.9990,0.9820,0.9998,0.8396
8,pill,100.00,0.9825,0.9887,0.9970,0.8019
9,screw,100.00,0.9160,0.9862,0.9686,0.2322
10,tile,100.00,1.0000,0.9572,1.0000,0.6325
11,toothbrush,100.00,0.9000,0.9806,0.9554,0.4043
12,transistor,100.00,1.0000,0.9694,1.0000,0.6613
13,wood,100.00,0.9895,0.9224,0.9968,0.3443
14,zipper,100.00,0.9900,0.9735,0.9974,0.2935
Mean,Overall,100.00,0.9809*,0.9744*,0.9931*,0.4725*
