Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9820,1.0000,0.7139
1,cable,100.00,0.6421,0.5243,0.7468,0.0451
2,capsule,100.00,0.5393,0.3689,0.8496,0.0066
3,carpet,100.00,0.3668,0.5622,0.7310,0.0195
4,grid,100.00,0.9825,0.9767,0.9940,0.2546
5,hazelnut,100.00,0.5336,0.3835,0.6692,0.0162
6,leather,100.00,0.5156,0.7546,0.7613,0.0689
7,metal_nut,100.00,0.4927,0.6030,0.8426,0.1474
8,pill,100.00,0.4264,0.3932,0.8240,0.0267
9,screw,100.00,0.5329,0.1035,0.7558,0.0013
10,tile,100.00,0.5494,0.5556,0.7770,0.1016
11,toothbrush,100.00,0.3833,0.2855,0.7191,0.0098
12,transistor,100.00,0.7267,0.6500,0.7372,0.1318
13,wood,100.00,0.6009,0.4312,0.8434,0.0353
14,zipper,100.00,0.7723,0.4516,0.9287,0.0219
Mean,Overall,100.00,0.6043*,0.5350*,0.8120*,0.1067*
