Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9760,1.0000,0.5803
1,cable,100.00,0.9933,0.9757,0.9962,0.6413
2,capsule,100.00,0.9533,0.9859,0.9892,0.3650
3,carpet,100.00,0.9900,0.9849,0.9972,0.4666
4,grid,100.00,0.9883,0.9745,0.9962,0.2163
5,hazelnut,100.00,1.0000,0.9854,1.0000,0.5194
6,leather,100.00,1.0000,0.9861,1.0000,0.2672
7,metal_nut,100.00,0.9995,0.9800,0.9999,0.8328
8,pill,100.00,0.9817,0.9887,0.9968,0.8028
9,screw,100.00,0.9151,0.9841,0.9669,0.2110
10,tile,100.00,1.0000,0.9604,1.0000,0.6586
11,toothbrush,100.00,0.9333,0.9837,0.9715,0.4769
12,transistor,100.00,1.0000,0.9572,1.0000,0.6251
13,wood,100.00,0.9886,0.9317,0.9965,0.3952
14,zipper,100.00,0.9861,0.9748,0.9962,0.3264
Mean,Overall,100.00,0.9819*,0.9753*,0.9938*,0.4923*
