timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 18:15:35,14,59,1.0,0.9759694067838435,1.0,0.9932533733133433,0.9757298913879596,1.0,0.9533306741124851,0.9859000777918973,1.0,0.989967897271268,0.9849040238710413,1.0,0.9883040935672514,0.9744672799137886,1.0,1.0,0.9854299572854572,1.0,1.0,0.9861047305709476,1.0,0.9995112414467253,0.9799691344330955,1.0,0.9817239498090561,0.9886798081294321,1.0,0.9151465464234474,0.9840920399624615,1.0,1.0,0.9604068178452473,1.0,0.9333333333333333,0.9836790887026311,1.0,1.0,0.9571927468837682,1.0,0.9885964912280703,0.9316669088408108,1.0,0.9860819327731093,0.9747641553245289,1.0,0.9819499688852059,0.9752637378484608,1.0
