timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-06 19:05:01,6,59,1.0,0.9837348553738707,1.0,0.9891304347826088,0.9739186055678529,1.0,0.9716792979656961,0.9862598924014016,1.0,0.9971910112359551,0.9893849659076611,1.0,0.9866332497911445,0.976457226890542,1.0,0.9992857142857142,0.9854091958567519,1.0,1.0,0.9934154851086363,1.0,0.991988529723017,0.9840828895866738,1.0
