Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9837,1.0000,0.7420
1,cable,100.00,0.9891,0.9739,0.9944,0.6119
2,capsule,100.00,0.9717,0.9863,0.9935,0.3795
3,carpet,100.00,0.9972,0.9894,0.9991,0.6056
4,grid,100.00,0.9866,0.9765,0.9954,0.2580
5,hazelnut,100.00,0.9993,0.9854,0.9996,0.5489
6,leather,100.00,1.0000,0.9934,1.0000,0.4635
7,metal_nut,100.00,1.0000,0.9759,1.0000,0.7797
8,pill,100.00,0.9926,0.9895,0.9987,0.7905
9,screw,100.00,0.9147,0.9819,0.9661,0.2120
10,tile,100.00,1.0000,0.9624,1.0000,0.6277
11,toothbrush,100.00,0.9056,0.9831,0.9583,0.4268
12,transistor,100.00,0.9908,0.9661,0.9863,0.6349
13,wood,100.00,0.9895,0.9384,0.9967,0.4224
14,zipper,100.00,0.9821,0.9757,0.9951,0.3705
Mean,Overall,100.00,0.9813*,0.9774*,0.9922*,0.5249*
