Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8866,0.8963,0.9131,0.0147
1,capsules,100.00,0.8865,0.9735,0.9373,0.3045
2,cashew,100.00,0.9602,0.9844,0.9781,0.6276
3,chewinggum,100.00,0.9238,0.9434,0.9665,0.1071
4,fryum,100.00,0.9090,0.9460,0.9550,0.3107
5,macaroni1,100.00,0.7948,0.9382,0.7801,0.0326
6,macaroni2,100.00,0.6850,0.9207,0.6334,0.0105
7,pcb1,100.00,0.9279,0.9842,0.9245,0.4871
8,pcb2,100.00,0.8987,0.9664,0.8968,0.0971
9,pcb3,100.00,0.7993,0.9647,0.8260,0.1902
10,pcb4,100.00,0.9780,0.9640,0.9610,0.2239
11,pipe_fryum,98.67,0.6662,0.0478,0.8371,0.0072
Mean,Overall,99.89,0.8597*,0.8775*,0.8841*,0.2011*
