Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9641,1.0000,0.4551
1,cable,100.00,0.9933,0.9765,0.9962,0.6575
2,capsule,100.00,0.9569,0.9852,0.9902,0.3400
3,carpet,100.00,0.9835,0.9800,0.9954,0.3601
4,grid,100.00,0.9908,0.9769,0.9970,0.2051
5,hazelnut,100.00,1.0000,0.9843,1.0000,0.5110
6,leather,100.00,1.0000,0.9820,1.0000,0.2292
7,metal_nut,100.00,1.0000,0.9825,1.0000,0.8491
8,pill,100.00,0.9839,0.9882,0.9972,0.8035
9,screw,100.00,0.9035,0.9841,0.9610,0.2009
10,tile,100.00,1.0000,0.9552,1.0000,0.6409
11,toothbrush,100.00,0.9000,0.9797,0.9550,0.4028
12,transistor,100.00,1.0000,0.9686,1.0000,0.6561
13,wood,100.00,0.9904,0.9230,0.9971,0.3546
14,zipper,100.00,0.9916,0.9731,0.9978,0.2948
Mean,Overall,100.00,0.9796*,0.9736*,0.9925*,0.4640*
