Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9697,1.0000,0.2015
1,grid,100.00,0.9231,0.8996,0.9725,0.1396
2,transistor,100.00,0.7954,0.9380,0.7840,0.5985
3,screw,100.00,0.4163,0.8245,0.7426,0.0254
Mean,Overall,100.00,0.7837*,0.9079*,0.8748*,0.2412*
