Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9860,1.0000,0.7701
1,cable,100.00,0.9149,0.9019,0.9574,0.4974
2,capsule,100.00,0.7427,0.9796,0.9306,0.4161
3,carpet,100.00,0.9988,0.9908,0.9996,0.6550
4,grid,100.00,0.7970,0.8876,0.9269,0.2068
5,hazelnut,100.00,0.9879,0.9736,0.9947,0.5243
6,leather,100.00,1.0000,0.9942,1.0000,0.4705
7,metal_nut,100.00,0.9717,0.8287,0.9941,0.4977
8,pill,100.00,0.9212,0.9861,0.9838,0.8086
9,screw,100.00,0.5837,0.9110,0.8062,0.0391
10,tile,100.00,1.0000,0.9709,1.0000,0.7253
11,toothbrush,100.00,0.7889,0.9626,0.9232,0.4951
12,transistor,100.00,0.8838,0.7070,0.8758,0.4541
13,wood,100.00,0.9711,0.9476,0.9903,0.5452
14,zipper,100.00,0.9449,0.9693,0.9827,0.3588
Mean,Overall,100.00,0.9004*,0.9331*,0.9577*,0.4976*
