Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9833,1.0000,0.7182
1,cable,100.00,0.9867,0.9759,0.9936,0.5924
2,capsule,100.00,0.9645,0.9867,0.9915,0.3904
3,carpet,100.00,0.9948,0.9891,0.9985,0.6032
4,grid,100.00,0.9858,0.9760,0.9951,0.2413
5,hazelnut,100.00,0.9993,0.9847,0.9996,0.5203
6,leather,100.00,1.0000,0.9929,1.0000,0.4234
7,metal_nut,100.00,1.0000,0.9767,1.0000,0.8060
8,pill,100.00,0.9910,0.9890,0.9985,0.7986
9,screw,100.00,0.9264,0.9813,0.9710,0.2168
10,tile,100.00,1.0000,0.9698,1.0000,0.7169
11,toothbrush,100.00,0.9028,0.9845,0.9581,0.5184
12,transistor,100.00,0.9912,0.9717,0.9830,0.6558
13,wood,100.00,0.9912,0.9408,0.9973,0.4683
14,zipper,100.00,0.9908,0.9760,0.9976,0.3711
Mean,Overall,100.00,0.9816*,0.9786*,0.9923*,0.5361*
