metric,value
experiment_name,Version5-Final-60epochs
strategy,MoLE-Flow
final_average_img_auc,0.8019447946594128
final_average_pixel_auc,0.9163274522943975
final_average_img_ap,0.8874740214353292
final_average_pixel_ap,0.23948035376892876
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,1.0
leather_pixel_auc,0.9677672888803472
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.1726826847704418
grid_img_auc,0.9415204678362573
grid_pixel_auc,0.908166515875624
grid_img_ap,0.9800626100365468
grid_pixel_ap,0.15006556741409527
transistor_img_auc,0.82375
transistor_pixel_auc,0.9397662067299778
transistor_img_ap,0.8173832492332314
transistor_pixel_ap,0.6103802377221733
screw_img_auc,0.44250871080139376
screw_pixel_auc,0.8496097976916409
screw_img_ap,0.752450226471538
screw_pixel_ap,0.024792925169004647
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.8019447946594128
oracle_mean_pixel_auc,0.9163274522943975
