Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9660,1.0000,0.4618
1,cable,100.00,0.9884,0.9723,0.9937,0.6613
2,capsule,100.00,0.9334,0.9857,0.9839,0.3636
3,carpet,100.00,0.9872,0.9813,0.9964,0.3940
4,grid,100.00,0.9841,0.9748,0.9950,0.2103
5,hazelnut,100.00,1.0000,0.9851,1.0000,0.5164
6,leather,100.00,1.0000,0.9824,1.0000,0.2300
7,metal_nut,100.00,1.0000,0.9849,1.0000,0.8772
8,pill,100.00,0.9771,0.9887,0.9961,0.8175
9,screw,100.00,0.8576,0.9785,0.9435,0.1726
10,tile,100.00,1.0000,0.9588,1.0000,0.6887
11,toothbrush,100.00,0.9306,0.9829,0.9695,0.4785
12,transistor,100.00,1.0000,0.9648,1.0000,0.6595
13,wood,100.00,0.9904,0.9213,0.9971,0.3112
14,zipper,100.00,0.9911,0.9744,0.9977,0.3181
Mean,Overall,100.00,0.9760*,0.9735*,0.9915*,0.4774*
