Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9449,1.0000,0.4211
1,cable,100.00,0.8681,0.9075,0.9216,0.4246
2,capsule,100.00,0.6621,0.9296,0.9002,0.1096
3,carpet,100.00,0.9699,0.9596,0.9916,0.4192
4,grid,100.00,0.8655,0.9017,0.9478,0.1474
5,hazelnut,100.00,0.9486,0.9656,0.9674,0.3352
6,leather,100.00,1.0000,0.9769,1.0000,0.2313
7,metal_nut,100.00,0.9614,0.9718,0.9915,0.8023
8,pill,98.80,0.8451,0.9486,0.9675,0.3613
9,screw,100.00,0.4480,0.8442,0.7542,0.0194
10,tile,100.00,1.0000,0.8866,1.0000,0.4055
11,toothbrush,97.62,0.8028,0.9456,0.9247,0.1394
12,transistor,100.00,0.7679,0.9370,0.7427,0.6018
13,wood,100.00,0.9509,0.8888,0.9797,0.4582
14,zipper,100.00,0.9178,0.8504,0.9568,0.1762
Mean,Overall,99.76,0.8672*,0.9239*,0.9364*,0.3368*
