timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 23:37:50,1,59,1.0,0.9772626638275668,1.0,0.9799475262368815,0.9720902519124263,1.0,0.9899737631184408,0.9746764578699965,1.0
