Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9773,1.0000,0.6116
1,cable,100.00,0.9799,0.9721,0.9895,0.6550
2,capsule,100.00,0.9573,0.9866,0.9904,0.3816
3,carpet,100.00,0.9916,0.9853,0.9975,0.4815
4,grid,100.00,0.9992,0.9774,0.9997,0.2399
5,hazelnut,100.00,0.9986,0.9867,0.9992,0.5625
6,leather,100.00,1.0000,0.9881,1.0000,0.2915
7,metal_nut,100.00,1.0000,0.9812,1.0000,0.8553
8,pill,100.00,0.9872,0.9894,0.9978,0.8126
9,screw,100.00,0.9238,0.9824,0.9722,0.2116
10,tile,100.00,1.0000,0.9659,1.0000,0.7232
11,toothbrush,100.00,0.9083,0.9834,0.9594,0.5162
12,transistor,100.00,0.9975,0.9699,0.9961,0.6758
13,wood,100.00,0.9772,0.9340,0.9924,0.4084
14,zipper,100.00,0.9908,0.9758,0.9975,0.3550
Mean,Overall,100.00,0.9808*,0.9770*,0.9928*,0.5188*
