Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9689,1.0000,0.1413
1,grid,100.00,0.7393,0.8650,0.8467,0.0877
2,transistor,100.00,0.7196,0.8972,0.6422,0.3802
3,screw,100.00,0.4230,0.9011,0.7315,0.0141
Mean,Overall,100.00,0.7205*,0.9080*,0.8051*,0.1558*
