timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 17:53:49,7,59,1.0,0.9621626033492706,1.0,0.9932533733133433,0.975328867544139,1.0,0.9449541284403671,0.9846998069171584,1.0,0.9843499197431782,0.9800213806386949,1.0,0.9908103592314119,0.9751722303954033,1.0,1.0,0.9840299316035998,1.0,1.0,0.9843826295072349,1.0,1.0,0.9817479886781034,1.0,0.9891709725910376,0.9784431798292006,1.0
