timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 23:54:49,12,59,1.0,0.9797982135795509,1.0,0.989880059970015,0.974949681430443,1.0,0.9641005185480654,0.9869837015862146,1.0,0.9935794542536115,0.9873708194298727,1.0,0.9933166248955723,0.974582444551404,1.0,0.9996428571428572,0.9859260201305041,1.0,1.0,0.9898778127592888,1.0,1.0,0.976739137077272,1.0,0.9877250409165302,0.9889720782880707,1.0,0.9169911867185899,0.9823673328181766,1.0,1.0,0.9649910517054014,1.0,0.9166666666666666,0.9842945464406201,1.0,0.9937499999999999,0.9626300729016534,1.0,0.9812040314701468,0.9799602240537287,1.0
