Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8932,0.8915,0.9160,0.0167
1,capsules,100.00,0.8692,0.9645,0.9249,0.2378
2,cashew,100.00,0.9726,0.9809,0.9854,0.6154
3,chewinggum,100.00,0.9154,0.9349,0.9626,0.1976
4,fryum,100.00,0.9262,0.9388,0.9644,0.2712
5,macaroni1,100.00,0.8419,0.9179,0.8308,0.0226
6,macaroni2,100.00,0.6490,0.8935,0.6240,0.0062
7,pcb1,100.00,0.9234,0.9822,0.9108,0.4606
8,pcb2,100.00,0.8767,0.9594,0.8793,0.0891
9,pcb3,100.00,0.8121,0.9537,0.8235,0.1302
10,pcb4,100.00,0.9492,0.9420,0.9331,0.1419
11,pipe_fryum,98.67,0.9326,0.9683,0.9683,0.1893
Mean,Overall,99.89,0.8801*,0.9440*,0.8936*,0.1982*
