Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9677,1.0000,0.4865
1,cable,100.00,0.9921,0.9761,0.9958,0.6475
2,capsule,100.00,0.9669,0.9847,0.9921,0.3388
3,carpet,100.00,0.9868,0.9814,0.9962,0.4079
4,grid,100.00,0.9983,0.9759,0.9994,0.2012
5,hazelnut,100.00,0.9989,0.9845,0.9994,0.5003
6,leather,100.00,1.0000,0.9823,1.0000,0.2284
7,metal_nut,100.00,1.0000,0.9827,1.0000,0.8521
8,pill,100.00,0.9905,0.9887,0.9983,0.7923
9,screw,100.00,0.9328,0.9854,0.9724,0.2084
10,tile,100.00,1.0000,0.9585,1.0000,0.6591
11,toothbrush,100.00,0.8944,0.9819,0.9515,0.4403
12,transistor,100.00,0.9942,0.9694,0.9897,0.6504
13,wood,100.00,0.9895,0.9251,0.9968,0.3603
14,zipper,100.00,0.9919,0.9743,0.9978,0.3107
Mean,Overall,100.00,0.9824*,0.9746*,0.9926*,0.4723*
