timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-05 09:54:02,0,79,0.8195,0.8094692530978741,1.0,0.8195,0.8094692530978741,1.0
