timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 20:16:19,1,59,0.8843000000000001,0.985997225690425,1.0,0.6743333333333335,0.9581851573392102,1.0,0.7793166666666668,0.9720911915148176,1.0
