timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 21:03:42,5,59,0.8843000000000001,0.985997225690425,1.0,0.6743333333333335,0.9581851573392102,1.0,0.8794,0.9832518501481499,1.0,0.9630000000000001,0.9846817116115261,1.0,0.9359999999999999,0.9393856513553365,1.0,0.7609,0.9734412924715053,1.0,0.8496555555555556,0.9708238147693588,1.0
