timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 20:45:07,4,59,0.8843000000000001,0.985997225690425,1.0,0.6743333333333335,0.9581851573392102,1.0,0.8794,0.9832518501481499,1.0,0.9630000000000001,0.9846817116115261,1.0,0.9359999999999999,0.9393856513553365,1.0,0.8674066666666667,0.9703003192289295,1.0
