timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 20:05:38,0,59,0.8843000000000001,0.985997225690425,1.0,0.8843000000000001,0.985997225690425,1.0
