Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8843,0.9860,0.8724,0.1481
1,capsules,100.00,0.6743,0.9582,0.7629,0.2121
2,cashew,100.00,0.8794,0.9833,0.9408,0.4962
3,chewinggum,100.00,0.9630,0.9847,0.9836,0.2754
4,fryum,100.00,0.9360,0.9394,0.9705,0.4024
5,macaroni1,100.00,0.7609,0.9734,0.7845,0.0655
6,macaroni2,100.00,0.6597,0.9572,0.6077,0.0083
7,pcb1,100.00,0.8428,0.9899,0.8359,0.6797
8,pcb2,100.00,0.7309,0.9483,0.7649,0.0985
9,pcb3,100.00,0.7845,0.9760,0.8051,0.2636
10,pcb4,100.00,0.9710,0.9731,0.9511,0.2805
11,pipe_fryum,100.00,0.9672,0.9886,0.9847,0.5230
Mean,Overall,100.00,0.8378*,0.9715*,0.8553*,0.2878*
