Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9765,1.0000,0.5817
1,cable,100.00,0.9773,0.9713,0.9886,0.6524
2,capsule,100.00,0.9270,0.9863,0.9822,0.3676
3,carpet,100.00,0.9896,0.9843,0.9971,0.4213
4,grid,100.00,0.9908,0.9712,0.9969,0.2154
5,hazelnut,100.00,0.9982,0.9866,0.9990,0.5609
6,leather,100.00,1.0000,0.9868,1.0000,0.2761
7,metal_nut,100.00,0.9985,0.9802,0.9997,0.8526
8,pill,100.00,0.9785,0.9876,0.9963,0.8294
9,screw,100.00,0.8877,0.9789,0.9576,0.2097
10,tile,100.00,1.0000,0.9648,1.0000,0.7162
11,toothbrush,100.00,0.8861,0.9851,0.9491,0.5191
12,transistor,100.00,0.9942,0.9473,0.9908,0.6260
13,wood,100.00,0.9737,0.9331,0.9906,0.3915
14,zipper,100.00,0.9858,0.9760,0.9963,0.3615
Mean,Overall,100.00,0.9725*,0.9744*,0.9896*,0.5054*
