timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-24 20:03:01,4,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,0.9535189075630253,0.9188318592590832,1.0,0.8642343823592912,0.8793849989563268,1.0
