timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-24 20:08:09,7,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,0.9535189075630253,0.9188318592590832,1.0,0.8221428571428572,0.8791068747033605,1.0,0.8,0.4771194517321773,0.8333333333333334,0.8582600195503421,0.8319947838858455,1.0,0.8501968485612068,0.8231432631378772,0.9791666666666667
