timestamp,current_task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-24 19:56:59,0,39,1.0,0.9283896666636399,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9283896666636399,1.0
2025-12-24 19:58:20,1,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8529657477025898,0.8476921466567615,1.0
2025-12-24 19:59:40,2,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8078104984683933,0.8591362001622436,1.0
2025-12-24 20:01:21,3,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8419132510583576,0.8695232838806377,1.0
2025-12-24 20:03:01,4,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,0.9535189075630253,0.9188318592590832,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8642343823592912,0.8793849989563268,1.0
2025-12-24 20:05:25,5,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,0.9535189075630253,0.9188318592590832,1.0,0.8221428571428572,0.8791068747033605,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8572191281565522,0.8793386449141658,1.0
2025-12-24 20:06:26,6,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,0.9535189075630253,0.9188318592590832,1.0,0.8221428571428572,0.8791068747033605,1.0,0.8,0.4771194517321773,0.8333333333333334,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8490449669913305,0.8218787601738817,0.9761904761904762
2025-12-24 20:08:09,7,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,0.9535189075630253,0.9188318592590832,1.0,0.8221428571428572,0.8791068747033605,1.0,0.8,0.4771194517321773,0.8333333333333334,0.8582600195503421,0.8319947838858455,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8501968485612068,0.8231432631378772,0.9791666666666667
2025-12-24 20:10:28,8,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,0.9535189075630253,0.9188318592590832,1.0,0.8221428571428572,0.8791068747033605,1.0,0.8,0.4771194517321773,0.8333333333333334,0.8582600195503421,0.8319947838858455,1.0,0.093461774953884,0.43196890176550806,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.7661151737159487,0.779679445207614,0.9814814814814815
2025-12-24 20:12:34,9,39,1.0,0.9283896666636399,1.0,0.7059314954051796,0.766994626649883,1.0,0.7175,0.8820243071732078,1.0,0.9442215088282504,0.9006845350358204,1.0,0.9535189075630253,0.9188318592590832,1.0,0.8221428571428572,0.8791068747033605,1.0,0.8,0.4771194517321773,0.8333333333333334,0.8582600195503421,0.8319947838858455,1.0,0.093461774953884,0.43196890176550806,1.0,0.9385964912280702,0.8125372794858843,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.7833633054671608,0.7829652286354409,0.9833333333333334
