Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9629,1.0000,0.1170
1,grid,100.00,0.9875,0.9777,0.9963,0.3448
2,transistor,100.00,0.8717,0.9494,0.8500,0.6285
3,screw,100.00,0.5524,0.9485,0.8065,0.1305
Mean,Overall,100.00,0.8529*,0.9596*,0.9132*,0.3052*
