Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9642,1.0000,0.4514
1,cable,100.00,0.9897,0.9710,0.9943,0.6499
2,capsule,100.00,0.9481,0.9858,0.9877,0.3691
3,carpet,100.00,0.9888,0.9816,0.9968,0.4149
4,grid,100.00,0.9866,0.9754,0.9958,0.2110
5,hazelnut,100.00,1.0000,0.9844,1.0000,0.5007
6,leather,100.00,1.0000,0.9808,1.0000,0.2202
7,metal_nut,100.00,1.0000,0.9856,1.0000,0.8859
8,pill,100.00,0.9831,0.9880,0.9971,0.8056
9,screw,100.00,0.8912,0.9806,0.9571,0.1939
10,tile,100.00,1.0000,0.9560,1.0000,0.6606
11,toothbrush,100.00,0.9000,0.9807,0.9550,0.3891
12,transistor,100.00,1.0000,0.9532,1.0000,0.6199
13,wood,100.00,0.9886,0.9212,0.9965,0.3134
14,zipper,100.00,0.9903,0.9726,0.9975,0.2948
Mean,Overall,100.00,0.9778*,0.9721*,0.9919*,0.4654*
