Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9799,1.0000,0.6554
1,cable,100.00,0.9893,0.9747,0.9944,0.6407
2,capsule,100.00,0.9641,0.9868,0.9913,0.3972
3,carpet,100.00,0.9936,0.9876,0.9982,0.5686
4,grid,100.00,0.9933,0.9746,0.9977,0.2351
5,hazelnut,100.00,0.9996,0.9860,0.9998,0.5503
6,leather,100.00,1.0000,0.9901,1.0000,0.3479
7,metal_nut,100.00,1.0000,0.9765,1.0000,0.8139
8,pill,100.00,0.9883,0.9889,0.9979,0.8067
9,screw,100.00,0.9229,0.9826,0.9704,0.2068
10,tile,100.00,1.0000,0.9651,1.0000,0.7078
11,toothbrush,100.00,0.9194,0.9843,0.9658,0.5160
12,transistor,100.00,0.9933,0.9620,0.9878,0.6421
13,wood,100.00,0.9860,0.9346,0.9955,0.4146
14,zipper,100.00,0.9950,0.9766,0.9987,0.3602
Mean,Overall,100.00,0.9830*,0.9767*,0.9932*,0.5242*
