timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,pcb3_img_auc,pcb3_pixel_auc,pcb3_routing_acc,pcb4_img_auc,pcb4_pixel_auc,pcb4_routing_acc,pipe_fryum_img_auc,pipe_fryum_pixel_auc,pipe_fryum_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 02:56:13,11,79,0.9019,0.8876192685071368,1.0,0.8703333333333333,0.960936881919254,1.0,0.9763999999999999,0.9812673042134935,1.0,0.932,0.939987980923067,0.9933333333333333,0.936,0.9365086115689163,1.0,0.8737999999999999,0.9096221045430392,1.0,0.6735,0.8055926476914935,1.0,0.9541999999999999,0.9835288012936613,1.0,0.9121999999999999,0.9598843125432407,1.0,0.8744554455445545,0.9422779180854178,1.0,0.9677227722772277,0.9409351506115692,1.0,0.9558,0.9840036054362987,0.9866666666666667,0.902359295929593,0.9360137156113822,0.9983333333333332
