Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.9019,0.8876,0.9224,0.0603
1,capsules,100.00,0.8703,0.9609,0.9286,0.2963
2,cashew,100.00,0.9764,0.9813,0.9873,0.6987
3,chewinggum,99.33,0.9320,0.9400,0.9698,0.1075
4,fryum,100.00,0.9360,0.9365,0.9698,0.3048
5,macaroni1,100.00,0.8738,0.9096,0.8647,0.0265
6,macaroni2,100.00,0.6735,0.8056,0.6228,0.0060
7,pcb1,100.00,0.9542,0.9835,0.9443,0.5759
8,pcb2,100.00,0.9122,0.9599,0.9120,0.1068
9,pcb3,100.00,0.8745,0.9423,0.8823,0.1758
10,pcb4,100.00,0.9677,0.9409,0.9551,0.1821
11,pipe_fryum,98.67,0.9558,0.9840,0.9783,0.3255
Mean,Overall,99.83,0.9024*,0.9360*,0.9114*,0.2388*
