timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-30 04:09:00,0,79,1.0,0.9288990061910871,1.0,1.0,0.9288990061910871,1.0
