timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 19:11:22,12,59,0.36190476190476195,0.5894871479398923,1.0,0.4450899550224887,0.5670454468913457,1.0,0.4866374152373355,0.7901539919587507,1.0,0.8190208667736757,0.904612485246994,1.0,0.5806182121971596,0.5865791421831112,1.0,0.5203571428571429,0.469540515809067,1.0,0.8158967391304349,0.8123707822595327,1.0,0.5879765395894427,0.709744620397169,1.0,0.4746317512274959,0.49954082559696855,1.0,0.5134248821479812,0.5487802093835968,1.0,0.9170274170274171,0.7657881373627936,1.0,0.6333333333333333,0.7669855393858981,1.0,0.62,0.6603067169343252,1.0,0.5981476166498976,0.6669950431807266,1.0
