timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-13 12:14:20,6,59,1.0,0.9754767492547264,1.0,0.8705022488755622,0.9345389841527936,1.0,0.4511368169126446,0.2090514781356305,1.0,0.995585874799358,0.9847356324855531,1.0,0.7009189640768587,0.8960227744621593,1.0,0.9828571428571429,0.9770609066762942,1.0,0.9996603260869565,0.9861967075585062,1.0,0.8572373390869318,0.8518690332465233,1.0
