timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 23:37:00,8,59,1.0,0.9663961365102829,1.0,0.9870689655172414,0.9713399845070958,1.0,0.9222177901874751,0.9858193047750874,1.0,0.9903691813804172,0.9811055126074004,1.0,0.987468671679198,0.9739544925229019,1.0,1.0,0.9853882332926273,1.0,1.0,0.9849996761195171,1.0,1.0,0.9846819841876566,1.0,0.9765411893071467,0.9889968754522379,1.0,0.9848517553412753,0.980298022219423,1.0
