Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9664,1.0000,0.4777
1,cable,100.00,0.9871,0.9713,0.9928,0.6557
2,capsule,100.00,0.9222,0.9858,0.9817,0.3518
3,carpet,100.00,0.9904,0.9811,0.9973,0.3798
4,grid,100.00,0.9875,0.9740,0.9959,0.2268
5,hazelnut,100.00,1.0000,0.9854,1.0000,0.5211
6,leather,100.00,1.0000,0.9850,1.0000,0.2538
7,metal_nut,100.00,1.0000,0.9847,1.0000,0.8693
8,pill,100.00,0.9765,0.9890,0.9961,0.8294
9,screw,100.00,0.8547,0.9798,0.9410,0.1937
10,tile,100.00,1.0000,0.9604,1.0000,0.6940
11,toothbrush,100.00,0.9028,0.9845,0.9537,0.5156
12,transistor,100.00,1.0000,0.9607,1.0000,0.6441
13,wood,100.00,0.9895,0.9277,0.9968,0.3682
14,zipper,100.00,0.9787,0.9697,0.9940,0.2863
Mean,Overall,100.00,0.9726*,0.9737*,0.9899*,0.4845*
