timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 23:05:40,3,59,1.0,0.9663961365102829,1.0,0.9870689655172414,0.9713399845070958,1.0,0.9222177901874751,0.9858193047750874,1.0,0.9903691813804172,0.9811055126074004,1.0,0.9749139842712834,0.9761652345999666,1.0
