Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9791,1.0000,0.6110
1,cable,100.00,0.9936,0.9770,0.9965,0.6365
2,capsule,100.00,0.9637,0.9859,0.9919,0.3541
3,carpet,100.00,0.9904,0.9866,0.9973,0.5393
4,grid,100.00,0.9891,0.9759,0.9964,0.2404
5,hazelnut,100.00,1.0000,0.9863,1.0000,0.5710
6,leather,100.00,1.0000,0.9880,1.0000,0.3027
7,metal_nut,100.00,1.0000,0.9790,1.0000,0.8098
8,pill,100.00,0.9847,0.9884,0.9973,0.7982
9,screw,100.00,0.9170,0.9844,0.9680,0.2231
10,tile,100.00,1.0000,0.9612,1.0000,0.6312
11,toothbrush,100.00,0.9167,0.9848,0.9643,0.5118
12,transistor,100.00,0.9996,0.9611,0.9994,0.6390
13,wood,100.00,0.9868,0.9315,0.9960,0.4046
14,zipper,100.00,0.9892,0.9748,0.9973,0.3268
Mean,Overall,100.00,0.9821*,0.9763*,0.9936*,0.5066*
