class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,1.0,0.9833496754918427,False,1.0
cable,1,0.9900674662668666,0.9764292575881726,False,1.0
capsule,2,0.9641005185480654,0.9861830618297106,False,1.0
carpet,3,0.9947833065810594,0.9898991034220254,False,1.0
grid,4,0.985797827903091,0.9756511875805073,False,1.0
hazelnut,5,0.9996428571428572,0.9870338083573877,False,1.0
leather,6,1.0,0.9936700699330175,False,1.0
metal_nut,7,1.0,0.9709879574654421,False,1.0
pill,8,0.989088925259138,0.990088047969652,True,1.0
Average,,0.9914978779667865,0.9836991299597508,,1.0
Task_0_Average,0,1.0,0.9833496754918427,,1.0
Task_1_Average,1,0.9900674662668666,0.9764292575881726,,1.0
Task_2_Average,2,0.9641005185480654,0.9861830618297106,,1.0
Task_3_Average,3,0.9947833065810594,0.9898991034220254,,1.0
Task_4_Average,4,0.985797827903091,0.9756511875805073,,1.0
Task_5_Average,5,0.9996428571428572,0.9870338083573877,,1.0
Task_6_Average,6,1.0,0.9936700699330175,,1.0
Task_7_Average,7,1.0,0.9709879574654421,,1.0
Task_8_Average,8,0.989088925259138,0.990088047969652,,1.0
