Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9833,1.0000,0.7332
1,cable,100.00,0.9901,0.9764,0.9947,0.5863
2,capsule,100.00,0.9641,0.9862,0.9918,0.3943
3,carpet,100.00,0.9948,0.9899,0.9985,0.6352
4,grid,100.00,0.9858,0.9757,0.9951,0.2681
5,hazelnut,100.00,0.9996,0.9870,0.9998,0.5839
6,leather,100.00,1.0000,0.9937,1.0000,0.4718
7,metal_nut,100.00,1.0000,0.9710,1.0000,0.7524
8,pill,100.00,0.9891,0.9901,0.9981,0.8212
9,screw,100.00,0.9244,0.9774,0.9703,0.2184
10,tile,100.00,1.0000,0.9665,1.0000,0.6668
11,toothbrush,100.00,0.9111,0.9836,0.9619,0.5298
12,transistor,100.00,0.9896,0.9710,0.9824,0.6508
13,wood,100.00,0.9868,0.9429,0.9959,0.4870
14,zipper,100.00,0.9871,0.9731,0.9965,0.3370
Mean,Overall,100.00,0.9815*,0.9779*,0.9923*,0.5424*
