Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9802,1.0000,0.6544
1,cable,100.00,0.9912,0.9760,0.9952,0.6342
2,capsule,100.00,0.9673,0.9871,0.9923,0.4026
3,carpet,100.00,0.9944,0.9875,0.9984,0.5678
4,grid,100.00,0.9908,0.9752,0.9968,0.2362
5,hazelnut,100.00,0.9993,0.9854,0.9996,0.5406
6,leather,100.00,1.0000,0.9905,1.0000,0.3519
7,metal_nut,100.00,1.0000,0.9751,1.0000,0.8015
8,pill,100.00,0.9899,0.9888,0.9982,0.8024
9,screw,100.00,0.9270,0.9839,0.9720,0.2109
10,tile,100.00,1.0000,0.9653,1.0000,0.6968
11,toothbrush,100.00,0.9194,0.9844,0.9658,0.5100
12,transistor,100.00,0.9908,0.9647,0.9818,0.6426
13,wood,100.00,0.9921,0.9363,0.9975,0.4194
14,zipper,100.00,0.9921,0.9761,0.9981,0.3532
Mean,Overall,100.00,0.9836*,0.9771*,0.9931*,0.5216*
