metric,value
experiment_name,Version5.8-TAPE_all_classes
strategy,MoLE-Flow
final_average_img_auc,0.7838242197285419
final_average_pixel_auc,0.9031924865605451
final_average_img_ap,0.8773059071624998
final_average_pixel_ap,0.2324642818485318
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,1.0
leather_pixel_auc,0.9628472708401334
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.1590198394798994
grid_img_auc,0.9365079365079365
grid_pixel_auc,0.9040703498546285
grid_img_ap,0.9782474674008228
grid_pixel_ap,0.14840757382402123
transistor_img_auc,0.80875
transistor_pixel_auc,0.9409265963649165
transistor_img_ap,0.8004825044684217
transistor_pixel_ap,0.6033013614002785
screw_img_auc,0.3900389424062308
screw_pixel_auc,0.8049257291825019
screw_img_ap,0.7304936567807544
screw_pixel_ap,0.01912835268992813
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.7838242197285419
oracle_mean_pixel_auc,0.9031924865605451
