timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 03:14:19,2,79,0.8757000000000001,0.9225589655056421,1.0,0.7365833333333333,0.9583418238959731,1.0,0.889,0.9665559397879047,1.0,0.8337611111111111,0.9491522430631733,1.0
