Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8757,0.9226,0.8794,0.1774
1,capsules,100.00,0.7366,0.9583,0.8242,0.3096
2,cashew,100.00,0.8890,0.9666,0.9443,0.4481
3,chewinggum,100.00,0.9436,0.9855,0.9721,0.4848
4,fryum,100.00,0.9456,0.8468,0.9750,0.3955
5,macaroni1,100.00,0.8183,0.9736,0.8132,0.0863
6,macaroni2,100.00,0.7305,0.8458,0.6886,0.0136
7,pcb1,100.00,0.9216,0.9877,0.8975,0.5819
8,pcb2,100.00,0.8647,0.9509,0.8618,0.1278
9,pcb3,100.00,0.8542,0.9694,0.8553,0.2686
10,pcb4,100.00,0.9603,0.9603,0.9205,0.2781
11,pipe_fryum,100.00,0.9730,0.9424,0.9861,0.4807
Mean,Overall,100.00,0.8761*,0.9425*,0.8848*,0.3044*
