metric,value
experiment_name,V5.2a-SemanticProjector
strategy,MoLE-Flow
final_average_img_auc,0.7803550232138212
final_average_pixel_auc,0.9135326586293732
final_average_img_ap,0.8648896491040635
final_average_pixel_ap,0.2285988326342296
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,1.0
leather_pixel_auc,0.9677316770994655
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.1952880647931694
grid_img_auc,0.9005847953216374
grid_pixel_auc,0.9081298599268809
grid_img_ap,0.9649420265667426
grid_pixel_ap,0.16064526609784757
transistor_img_auc,0.7779166666666667
transistor_pixel_auc,0.9268602629176886
transistor_img_ap,0.7504903459166963
transistor_pixel_ap,0.5384077395863028
screw_img_auc,0.4429186308669809
screw_pixel_auc,0.8514088345734576
screw_img_ap,0.744126223932815
screw_pixel_ap,0.02005426005959859
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.7803550232138212
oracle_mean_pixel_auc,0.9135326586293732
