Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9677,1.0000,0.1953
1,grid,100.00,0.9006,0.9081,0.9649,0.1606
2,transistor,100.00,0.7779,0.9269,0.7505,0.5384
3,screw,100.00,0.4429,0.8514,0.7441,0.0201
Mean,Overall,100.00,0.7804*,0.9135*,0.8649*,0.2286*
