Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9767,1.0000,0.5891
1,cable,100.00,0.9916,0.9743,0.9954,0.6539
2,capsule,100.00,0.9505,0.9866,0.9883,0.3855
3,carpet,100.00,0.9896,0.9857,0.9971,0.5096
4,grid,100.00,0.9875,0.9738,0.9960,0.2199
5,hazelnut,100.00,1.0000,0.9857,1.0000,0.5284
6,leather,100.00,1.0000,0.9873,1.0000,0.2972
7,metal_nut,100.00,1.0000,0.9801,1.0000,0.8388
8,pill,100.00,0.9804,0.9882,0.9966,0.8093
9,screw,100.00,0.9018,0.9824,0.9626,0.2103
10,tile,100.00,1.0000,0.9621,1.0000,0.6964
11,toothbrush,100.00,0.9278,0.9835,0.9694,0.4889
12,transistor,100.00,1.0000,0.9566,1.0000,0.6348
13,wood,100.00,0.9895,0.9299,0.9968,0.3786
14,zipper,100.00,0.9929,0.9756,0.9982,0.3423
Mean,Overall,100.00,0.9808*,0.9752*,0.9934*,0.5055*
