timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 07:07:06,4,59,1.0,0.9660069935298029,1.0,0.9829460269865068,0.9722720759126069,1.0,0.9409652971679299,0.9857427380586296,1.0,0.8716950194712031,0.9794187918796347,1.0,0.8777777777777778,0.9832283328618231,1.0,0.9346768242806835,0.9773337864484993,1.0
