Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9837,1.0000,0.7252
1,cable,100.00,0.9861,0.9734,0.9927,0.6279
2,capsule,100.00,0.9485,0.9870,0.9874,0.3885
3,carpet,100.00,0.9960,0.9896,0.9988,0.6069
4,grid,100.00,0.9858,0.9757,0.9951,0.2565
5,hazelnut,100.00,0.9993,0.9872,0.9996,0.5842
6,leather,100.00,1.0000,0.9938,1.0000,0.4615
7,metal_nut,100.00,1.0000,0.9725,1.0000,0.7903
8,pill,100.00,0.9872,0.9897,0.9978,0.8043
9,screw,100.00,0.9139,0.9797,0.9676,0.2135
10,tile,100.00,1.0000,0.9701,1.0000,0.7387
11,toothbrush,100.00,0.9028,0.9841,0.9570,0.5610
12,transistor,100.00,0.9929,0.9683,0.9879,0.6514
13,wood,100.00,0.9746,0.9440,0.9910,0.4938
14,zipper,100.00,0.9871,0.9753,0.9965,0.3826
Mean,Overall,100.00,0.9783*,0.9783*,0.9914*,0.5524*
