metric,value
experiment_name,Version5.6-ImprovedDualBranch
strategy,MoLE-Flow
final_average_img_auc,0.5941326438402658
final_average_pixel_auc,0.5362701259512817
final_average_img_ap,0.7397486400612518
final_average_pixel_ap,0.05644345096394619
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,0.47486413043478265
leather_pixel_auc,0.7184356291409707
leather_img_ap,0.7966008073735942
leather_pixel_ap,0.049595860663376
grid_img_auc,0.40183792815371766
grid_pixel_auc,0.5421790690393331
grid_img_ap,0.6672388948460781
grid_pixel_ap,0.007254764341910258
transistor_img_auc,0.6033333333333333
transistor_pixel_auc,0.7568587795002402
transistor_img_ap,0.5356145566876404
transistor_pixel_ap,0.1675583496426242
screw_img_auc,0.8964951834392293
screw_pixel_auc,0.12760702612458258
screw_img_ap,0.9595403013376947
screw_pixel_ap,0.0013648292078743106
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.5941326438402658
oracle_mean_pixel_auc,0.5362701259512817
