timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-28 19:46:06,0,39,0.47486413043478265,0.7184356291409707,1.0,0.47486413043478265,0.7184356291409707,1.0
