class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
leather,0,1.0,0.9703887845401611,False,1.0
grid,1,0.923141186299081,0.9009281095259786,True,1.0
Average,,0.9615705931495405,0.9356584470330698,,1.0
Task_0_Average,0,1.0,0.9703887845401611,,1.0
Task_1_Average,1,0.923141186299081,0.9009281095259786,,1.0
